日期,代码,名称,当前价,涨幅(%),前1日,前2日,前3日,前4日,前5日,前6日,SQZ释放评分,RESISTANCE策略命中,建议止损价,ADX命中,换手率(%),市盈率(动),总市值(亿),流通市值(亿),年涨幅(%)
2025-11-03,002111,威海广泰,10.21,-0.2,绿|亮,绿|亮,绿|亮,红|暗,红|暗,红|暗,7.5,,9.89,"{'ADX': 23.06, '+DI': 28.83, '-DI': 18.96}",2.09,32.46,54.85,49.62,-4.98
2025-11-03,002161,远 望 谷,8.17,2.9,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,红|暗,3.0,,7.5,,1.34,27.68,53.41,50.88,29.86
2025-11-03,002195,岩山科技,7.87,-0.51,绿|亮,红|暗,红|暗,红|暗,红|暗,红|暗,15.6,,7.22,,1.83,160.04,389.57,384.81,73.05
2025-11-03,002211,ST宏达,3.96,4.21,绿|亮,绿|亮,绿|亮,红|暗,红|暗,红|暗,7.5,"{'突破趋势': '低-低-低', '突破得分': 3, 'EMA200': 3.33, '前高': 3.8}",3.6,,1.23,-98.95,14.06,14.06,-8.19
2025-11-03,002212,天融信,11.01,5.66,绿|亮,绿|亮,绿|亮,红|暗,红|暗,红|暗,7.5,,9.47,,3.58,-33.77,106.03,104.9,39.81
2025-11-03,002216,三全食品,11.56,3.58,绿|亮,绿|亮,绿|亮,红|暗,红|暗,红|暗,7.5,,10.9,,0.84,19.13,100.93,72.37,-1.88
2025-11-03,002247,聚力文化,3.15,5.7,绿|亮,绿|暗,绿|亮,绿|亮,绿|亮,绿|亮,3.1,"{'突破趋势': '低-低-低', '突破得分': 3, 'EMA200': 2.67, '前高': 3.01}",2.82,,1.88,43.74,24.59,18.6,13.33
2025-11-03,002314,南山控股,3.18,2.25,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,红|暗,3.0,,2.95,,2.45,17.79,78.25,38.68,21.43
2025-11-03,002383,合众思壮,9.4,2.17,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,2.1,,8.83,"{'ADX': 20.64, '+DI': 24.73, '-DI': 19.6}",18.3,838.68,87.66,87.66,50.25
2025-11-03,002425,凯撒文化,4.32,2.37,绿|亮,绿|亮,红|暗,红|暗,红|暗,红|暗,11.1,,3.99,,2.13,-24.2,34.73,34.71,69.63
2025-11-03,002489,浙江永强,3.93,1.81,红|暗,红|暗,红|暗,红|暗,红|暗,红|暗,21.0,,3.72,,1.77,9.61,86.98,76.71,25.31
2025-11-03,002486,嘉麟杰,3.23,6.95,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,2.1,"{'突破趋势': '低-低-低', '突破得分': 3, 'EMA200': 2.51, '前高': 3.05}",2.91,,2.54,37.45,25.96,25.84,28.57
2025-11-03,002492,恒基达鑫,9.35,10.0,绿|亮,绿|亮,绿|亮,红|暗,红|亮,红|亮,6.9,"{'突破趋势': '低-低-低', '突破得分': 3, 'EMA200': 6.11, '前高': 8.71}",8.06,"{'ADX': 27.13, '+DI': 42.76, '-DI': 10.87}",4.33,47.0,33.09,32.5,70.56
2025-11-03,002587,奥拓电子,6.41,2.23,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,2.1,,6.01,,2.9,207.62,43.85,35.44,12.54
2025-11-03,002614,奥佳华,6.98,0.29,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,2.1,,6.69,,4.75,64.8,47.76,33.78,17.48
2025-11-03,002824,和胜股份,20.54,0.98,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,红|暗,3.0,,19.14,,12.87,46.52,62.2,37.81,28.72
2025-11-03,002999,天禾股份,7.14,2.0,绿|亮,绿|暗,绿|暗,绿|亮,绿|亮,绿|亮,3.9,,6.76,,1.59,50.65,23.81,23.54,18.1
2025-11-03,600272,开开实业,13.43,0.52,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,2.1,,12.86,"{'ADX': 21.52, '+DI': 27.48, '-DI': 15.12}",5.2,220.29,37.8,23.02,-5.2
2025-11-03,600288,大恒科技,16.97,6.66,绿|亮,绿|亮,绿|暗,绿|暗,绿|亮,绿|暗,3.7,"{'突破趋势': '高-高-高', '突破得分': 0, 'EMA200': 10.74, '前高': 14.52}",14.72,"{'ADX': 43.46, '+DI': 37.15, '-DI': 7.84}",2.08,72.2,66.18,66.18,77.4
2025-11-03,600300,维维股份,3.62,1.12,绿|亮,绿|亮,绿|暗,绿|亮,绿|亮,绿|亮,2.9,"{'突破趋势': '低-低-低', '突破得分': 3, 'EMA200': 3.39, '前高': 3.59}",3.45,,2.15,18.35,59.03,59.03,18.12
2025-11-03,600332,白云山,26.67,1.18,绿|亮,绿|亮,绿|亮,绿|暗,绿|亮,绿|亮,2.7,,25.88,,0.54,9.53,420.59,363.7,-6.34
2025-11-03,600358,ST联合,6.01,2.56,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,2.1,,5.56,"{'ADX': 27.78, '+DI': 35.06, '-DI': 10.0}",1.15,-70.95,30.04,30.04,63.01
2025-11-03,600488,津药药业,4.29,1.42,绿|亮,绿|暗,绿|亮,绿|亮,绿|亮,绿|亮,3.1,,4.14,,0.45,49.22,45.64,45.64,0.97
2025-11-03,600507,方大特钢,6.16,4.05,绿|亮,绿|亮,绿|暗,绿|暗,绿|亮,绿|亮,3.5,,5.67,"{'ADX': 21.43, '+DI': 34.22, '-DI': 9.85}",0.66,12.98,136.48,136.48,46.77
2025-11-03,600586,金晶科技,5.64,7.43,绿|亮,绿|亮,红|暗,红|暗,红|暗,红|暗,11.1,,5.16,,5.47,-24.96,89.72,89.72,12.83
2025-11-03,600613,神奇制药,6.53,0.93,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,2.1,,6.22,,1.26,49.29,33.06,29.67,-7.75
2025-11-03,600636,*ST国化,8.67,3.34,绿|亮,绿|亮,绿|亮,绿|亮,红|暗,红|暗,4.8,,8.08,,0.67,83.19,38.16,38.16,-5.74
2025-11-03,600654,中安科,3.81,7.02,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,红|暗,3.0,,3.47,,2.51,40.84,107.58,86.63,15.79
2025-11-03,600689,上海三毛,15.3,4.29,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,2.1,,13.81,"{'ADX': 20.04, '+DI': 31.92, '-DI': 12.91}",1.58,133.84,27.21,20.61,26.66
2025-11-03,600710,苏美达,11.43,1.15,绿|亮,绿|亮,绿|暗,绿|暗,绿|亮,绿|暗,3.7,,10.69,"{'ADX': 27.03, '+DI': 39.18, '-DI': 10.58}",0.72,9.58,141.0,141.0,20.83
2025-11-03,600738,丽尚国潮,5.43,5.44,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,2.1,,4.97,,2.79,26.26,40.58,40.54,7.46
2025-11-03,600807,济高发展,3.36,2.44,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,2.1,,3.12,"{'ADX': 23.48, '+DI': 30.07, '-DI': 15.9}",6.11,-26.68,29.19,25.97,-5.71
2025-11-03,600829,人民同泰,8.99,3.93,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,2.1,"{'突破趋势': '低-低-低', '突破得分': 3, 'EMA200': 7.86, '前高': 8.81}",8.11,,5.82,46.61,69.53,69.53,59.87
2025-11-03,600998,九州通,5.13,0.59,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,2.1,,4.98,"{'ADX': 20.94, '+DI': 30.42, '-DI': 14.56}",0.44,9.82,258.68,258.68,4.27
2025-11-03,601801,皖新传媒,6.84,2.09,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,2.1,,6.54,"{'ADX': 27.03, '+DI': 29.29, '-DI': 15.33}",0.33,10.08,128.44,128.44,-9.39
2025-11-03,601865,福莱特,18.89,2.05,绿|亮,绿|亮,红|暗,红|暗,红|暗,红|暗,11.1,,17.32,,1.12,44.24,376.03,305.11,-18.49
2025-11-03,601888,中国中免,76.67,0.79,绿|亮,绿|亮,红|暗,红|暗,红|暗,红|暗,11.1,"{'突破趋势': '低-低-高', '突破得分': 2, 'EMA200': 63.74, '前高': 74.29}",71.81,,5.16,46.93,1909.56,1802.13,40.47
2025-11-03,603000,人民网,20.44,1.19,绿|亮,红|暗,红|亮,红|亮,红|暗,红|暗,14.2,,19.57,"{'ADX': 23.42, '+DI': 28.84, '-DI': 16.56}",0.59,465.39,208.75,208.75,-13.83
2025-11-03,603022,新通联,10.65,1.53,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,2.1,,10.16,,4.69,42.88,20.92,20.92,44.88
2025-11-03,603027,千禾味业,9.47,2.16,绿|亮,绿|暗,绿|暗,绿|亮,绿|亮,绿|亮,3.9,,9.0,,0.61,37.58,130.11,121.96,10.28
2025-11-03,603043,广州酒家,17.21,1.18,绿|亮,红|暗,红|暗,红|暗,红|暗,红|暗,15.6,,16.51,"{'ADX': 26.55, '+DI': 36.18, '-DI': 13.64}",0.41,17.06,102.21,102.21,11.27
2025-11-03,603169,兰石重装,9.58,9.99,绿|亮,绿|亮,红|亮,红|亮,红|亮,红|亮,9.1,"{'突破趋势': '低-高-高', '突破得分': 1, 'EMA200': 7.38, '前高': 8.67}",8.75,,4.78,929.28,138.73,138.73,94.86
2025-11-03,603188,亚邦股份,4.84,10.0,绿|亮,绿|暗,绿|暗,绿|亮,绿|亮,绿|亮,3.9,"{'突破趋势': '低-低-低', '突破得分': 3, 'EMA200': 4.05, '前高': 4.72}",4.29,,1.73,95.33,26.23,26.23,32.56
2025-11-03,603190,亚通精工,25.64,1.87,绿|亮,绿|暗,绿|暗,绿|亮,绿|亮,绿|亮,3.9,,23.95,,11.47,24.69,33.87,11.02,22.74
2025-11-03,603231,索宝蛋白,20.65,1.77,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,2.1,"{'突破趋势': '低-低-低', '突破得分': 3, 'EMA200': 16.84, '前高': 20.4}",19.07,"{'ADX': 34.43, '+DI': 33.07, '-DI': 9.69}",1.43,18.11,35.42,19.66,15.12
2025-11-03,603311,金海高科,12.88,6.18,绿|亮,绿|亮,绿|暗,绿|亮,绿|亮,绿|亮,2.9,"{'突破趋势': '低-低-低', '突破得分': 3, 'EMA200': 10.7, '前高': 12.25}",11.57,"{'ADX': 20.15, '+DI': 41.32, '-DI': 9.84}",10.17,36.76,37.53,37.53,61.2
2025-11-03,603317,天味食品,12.4,3.85,绿|亮,红|暗,红|暗,红|亮,红|暗,红|暗,15.0,,11.51,,0.26,25.55,133.62,133.62,-1.88
2025-11-03,603519,立霸股份,12.96,0.78,绿|亮,绿|亮,红|暗,红|暗,红|暗,红|暗,11.1,,12.38,,0.7,20.15,31.77,31.77,10.16
2025-11-03,603580,*ST艾艾,16.15,3.86,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,绿|暗,2.3,"{'突破趋势': '低-低-高', '突破得分': 2, 'EMA200': 15.72, '前高': 15.2}",15.03,,0.55,114.75,20.35,20.35,-10.72
2025-11-03,603681,永冠新材,18.8,3.58,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,2.1,"{'突破趋势': '高-高-高', '突破得分': 0, 'EMA200': 14.78, '前高': 17.33}",17.17,"{'ADX': 23.31, '+DI': 32.95, '-DI': 11.8}",4.3,24.86,36.98,36.98,51.88
2025-11-03,603697,有友食品,12.99,0.08,绿|亮,绿|暗,绿|暗,绿|暗,绿|亮,绿|暗,4.7,,12.09,,1.77,23.49,54.45,54.45,30.7
2025-11-03,603700,宁水集团,13.05,2.68,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,2.1,,12.18,"{'ADX': 20.3, '+DI': 30.48, '-DI': 13.97}",1.49,26.13,26.26,26.26,33.84
2025-11-03,603880,南卫股份,6.81,2.71,绿|亮,绿|暗,绿|暗,绿|亮,绿|亮,绿|亮,3.9,,6.32,,1.55,-54.44,18.09,18.09,43.91
2025-11-03,603978,深圳新星,28.14,5.99,绿|亮,红|暗,红|暗,红|暗,红|暗,红|亮,15.4,"{'突破趋势': '高-高-高', '突破得分': 0, 'EMA200': 16.38, '前高': 18.71}",23.45,"{'ADX': 27.58, '+DI': 36.52, '-DI': 8.99}",14.11,-81.2,66.94,66.94,105.78
2025-11-03,605100,华丰股份,34.79,9.99,绿|亮,红|暗,红|亮,红|亮,红|亮,绿|暗,13.1,"{'突破趋势': '低-低-高', '突破得分': 2, 'EMA200': 21.53, '前高': 30.99}",28.62,,3.16,426.82,72.66,72.32,189.92
2025-11-03,605177,东亚药业,20.75,1.47,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,绿|亮,2.1,,19.4,,1.2,-21.46,20.72,20.33,-8.32
2025-11-03,605186,健麾信息,21.09,1.25,绿|亮,绿|亮,绿|亮,红|暗,红|暗,红|暗,7.5,,19.93,,1.16,239.19,26.96,26.96,-1.44
